row,produto,ean,preco_7_dias,preco_14_dias,preco_21_dias,preco_28_dias,status,revisao_visual,observacao,source,source_page,image_url,title_found,optimized_path,optimized_bytes,original_width,original_height,processed_at
2893,ESM RISQUE BL CREM JUJUVA,7891350044720,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2894,ESM RISQUE BL CREM LAGRIMAS DE VENUS,7891182014809,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2895,ESM RISQUE BL CREM LAVANDA ALMA,7891350034134,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2896,ESM RISQUE BL CREM LEO MANDOU FLORES,7891182016117,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182016117.webp,8120,0,0,2026-07-07T13:41:20
2897,ESM RISQUE BL CREM LINDA LEVE E NUDE,7891350034349,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2898,ESM RISQUE BL CREM MARRON MARAVILHOSO,7891350044690,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2899,ESM RISQUE BL CREM MUITAS D MIM MOLETOM,7891350038385,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2900,ESM RISQUE BL CREM NINFA,7891182015226,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2901,ESM RISQUE BL CREM NUDE,7891182032988,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182032988.webp,22558,0,0,2026-07-07T13:41:20
2902,ESM RISQUE BL CREM NUDE TEMPO,7891350044744,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2903,ESM RISQUE BL CREM OI SUMIDA,7891350042894,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2904,353 ESM RISQUE BL CREM PARIS,7891182001762,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182001762.webp,19706,0,0,2026-07-07T13:41:20
2905,ESM RISQUE BL CREM PO DE ARROZ,7891182018630,3.81,3.86,3.88,3.89,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2906,ESM RISQUE BL CREM PRETO SEPIA,7891182033640,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182033640.webp,7240,0,0,2026-07-07T13:41:20
2907,ESM RISQUE BL CREM REBU,7891182840149,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182840149.webp,11806,0,0,2026-07-07T13:41:20
2908,ESM RISQUE BL CREM SOLTA NO BLUES,7891350040555,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2909,ESM RISQUE BL CREM TERRACOTA Q PROVOCA,7891350034363,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2910,ESM RISQUE BL CREM TODAS POR UMA,7891350038163,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2911,ESM RISQUE BL CREM VERDE ESMERALDA,7891350042900,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2912,ESM RISQUE BL CREM VERMELHO FELICIDADE,7891350038408,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2913,ESM RISQUE BL GLITER GRANULADO ROSE,7891182020343,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182020343.webp,20910,0,0,2026-07-07T13:41:20
2914,ESM RISQUE BL GLITER PURPURINAS,7891182020329,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2915,ESM RISQUE BL MET A LOUCA DOS SIGNOS,7891350036510,3.9,3.95,3.96,3.98,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2916,ESM RISQUE BL MET COMIGO NINGUEM COBRE,7891350040234,3.9,3.95,3.96,3.98,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2917,ESM RISQUE BL MET DOURADO SE FOR CAPAZ,7891350044768,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2918,ESM RISQUE BL MET MACA AMOR,7891182014700,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182014700.webp,11516,0,0,2026-07-07T13:41:20
2919,ESM RISQUE BL MET NADA OBVIO,7891350043150,3.9,3.95,3.96,3.98,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2920,ESM RISQUE BL MET OURO NUDE,7891182993845,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182993845.webp,17304,0,0,2026-07-07T13:41:20
2921,ESM RISQUE BL MET PRATA NA LATA,7891350044751,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2922,ESM RISQUE BL MET PSICO,7891182991810,3.9,3.95,3.96,3.98,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2923,ESM RISQUE BL MET ROSA PITANGA,7891182021135,3.9,3.95,3.96,3.98,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2924,ESM RISQUE BL MET TRIANGULUM,7891350043099,3.9,3.95,3.96,3.98,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2925,ESM RISQUE BL NAT ANGELICA,7891182850100,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2926,ESM RISQUE BL NAT INCOLOR,7891182850018,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182850018.webp,10688,0,0,2026-07-07T13:41:20
2927,ESM RISQUE BL NAT RENDA,7891182850025,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2928,ESM RISQUE BL NAT RENDINHA,7891182036023,3.86,3.91,3.93,3.94,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891182036023.webp,4104,0,0,2026-07-07T13:41:20
2929,ESM RISQUE BL OLEO SECANTE EXPRESS,7891350039344,6.05,6.12,6.15,6.18,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2930,ESM RISQUE BL SERUN HIDRATANTE,7891350037470,6.02,6.09,6.12,6.14,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2931,ESM RISQUE BL TECNOL BASE FORTALECEDORA,7891182023139,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2932,ESM RISQUE BL TECNOL BASE SEDA,7891182040143,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2933,ESM RISQUE BL TECNOL COBERT BRILHANTE,7891182991933,3.86,3.91,3.93,3.94,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2934,ESM RISQUE NU CREM DGEL BASE PREM,7891350047332,8.95,9.06,9.1,9.14,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350047332.webp,19130,0,0,2026-07-07T13:41:20
2935,ESM RISQUE NU CREM DGEL BRILHO VENUS,7891350047981,8.95,9.06,9.1,9.14,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2936,ESM RISQUE NU CREM DGEL BRONZE,7891350047998,8.95,9.06,9.1,9.14,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2937,ESM RISQUE NU CREM DGEL CAVIAR,7891350037173,7.05,7.13,7.17,7.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350037173.webp,22162,0,0,2026-07-07T13:41:20
2938,ESM RISQUE NU CREM DGEL CHA BRANCO,7891350037005,7.05,7.13,7.17,7.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350037005.webp,17272,0,0,2026-07-07T13:41:20
2939,ESM RISQUE NU CREM DGEL CHUVA COSMICA,7891350048001,8.95,9.06,9.1,9.14,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2940,ESM RISQUE NU CREM DGEL CRANBERRY,7891350041101,7.05,7.13,7.17,7.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350041101.webp,11516,0,0,2026-07-07T13:41:20
2941,ESM RISQUE NU CREM DGEL DISCO VOADOR,7891350048049,8.95,9.06,9.1,9.14,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2942,ESM RISQUE NU CREM DGEL ESPELHO DO AMANH,7891350048025,8.95,9.06,9.1,9.14,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2943,ESM RISQUE NU CREM DGEL EUFORIA LILAS,7891350048032,8.95,9.06,9.1,9.14,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2944,ESM RISQUE NU CREM DGEL HIBISCO,7891350037098,7.05,7.13,7.17,7.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350037098.webp,23752,0,0,2026-07-07T13:41:20
2945,ESM RISQUE NU CREM DGEL NOTURNA,7891350048018,8.95,9.06,9.1,9.14,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2946,ESM RISQUE NU CREM DGEL NOZ MOSCADA,7891350037029,7.05,7.13,7.17,7.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350037029.webp,18532,0,0,2026-07-07T13:41:20
2947,ESM RISQUE NU CREM DGEL PEROLA,7891182014854,3.58,3.63,3.64,3.66,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891182014854.webp,9564,0,0,2026-07-07T13:41:20
2948,ESM RISQUE NU CREM DGEL PITAYA,7891350037104,7.05,7.13,7.17,7.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350037104.webp,19064,0,0,2026-07-07T13:41:20
2949,ESM RISQUE NU CREM DGEL PIXELIZADO,7891350048056,8.95,9.06,9.1,9.14,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2950,ESM RISQUE NU CREM DGEL SAL ROSA,7891350037036,7.05,7.13,7.17,7.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350037036.webp,15688,0,0,2026-07-07T13:41:20
2951,ESM RISQUE NU CREM DGEL TOP COAT,7891350037197,8.95,9.06,9.1,9.14,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350037197.webp,14848,0,0,2026-07-07T13:41:20
2952,ESM RISQUE NU CREM DGEL VERM CEREJA,7891350037128,7.05,7.13,7.17,7.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350037128.webp,26382,0,0,2026-07-07T13:41:20
2953,ESM RISQUE NU EF INVER ESTRADA SERRA,7891350048940,4.82,4.88,4.9,4.92,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350048940.webp,23092,0,0,2026-07-07T13:41:20
2954,ESM RISQUE NU EF INVERNO TEMPEST CRISTAL,7891350048957,4.81,4.87,4.89,4.91,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350048957.webp,12118,0,0,2026-07-07T13:41:20
2955,ESM RISQUE NU MET EF INVER COLOR FOG,7891350048995,4.81,4.87,4.89,4.92,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350048995.webp,21944,0,0,2026-07-07T13:41:20
2956,ESM RISQUE NU MET EF INVER GRANIZO,7891350048988,4.81,4.87,4.89,4.92,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350048988.webp,15676,0,0,2026-07-07T13:41:20
2957,ESM RISQUE NU MET EF INVER LOOK INFERNAL,7891350048971,4.81,4.87,4.89,4.92,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350048971.webp,18380,0,0,2026-07-07T13:41:20
2958,ESM RISQUE NU MET EF INVERN CAFE CANELA,7891350048964,4.81,4.87,4.89,4.92,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350048964.webp,23938,0,0,2026-07-07T13:41:20
2959,ESPANADOR AVESTRUZ MD35 R167,7896578910352,23.99,24.27,24.39,24.5,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2960,ESPANADOR AVESTRUZ MD40 R168,7896578910406,33.04,33.43,33.59,33.75,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2961,ESPANADOR AVESTRUZ MD50 R170,7896578910505,40.83,41.31,41.51,41.7,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2962,ESPANADOR AVESTRUZ MD60 R171,7896578910604,44.39,44.91,45.13,45.34,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2963,ESPATULA RETA SILIC TRAMONTINA SOFTTA VM,7891112344457,16.54,16.73,16.81,16.89,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2964,ESPATULA SILIC VAZ TRAMONTINA SOFTTA VM,7891112344358,16.54,16.73,16.81,16.89,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2965,ESPETO CHURRAS 25CM BAMBU GABOARDI,17896279200247,2.72,2.75,2.76,2.78,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2966,ESPETO CHURRAS 25CM BAMBU GINA,7896051030447,2.53,2.56,2.57,2.58,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896051030447.webp,23776,0,0,2026-07-07T13:41:20
2967,ESPETO CHURRAS 30CM BAMBU GABOARDI,7896279200530,3.01,3.05,3.06,3.08,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7896279200530.webp,17724,0,0,2026-07-07T13:41:20
2968,ESPONJA 3M BANHO PONJITA ACQUA VERDE,7891040023394,8.54,8.64,8.68,8.72,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2969,ESPONJA 3M BANHO PONJITA ESFOLIANTE,7891040104109,7.16,7.25,7.28,7.32,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2970,ESPONJA 3M BANHO PONJITA INF BOB ESPONJA,53200001315,13.43,13.59,13.65,13.72,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2971,ESPONJA 3M BANHO PONJITA INF PATRUL CAN,7891040360994,13.73,13.89,13.96,14.02,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2972,ESPONJA 3M BANHO PONJITA L24P22 AMARELA,7891040001187,3.1,3.13,3.15,3.16,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2973,ESPONJA 3M BANHO PONJITA L3P2 AMARELA,7891040117277,6.7,6.78,6.81,6.84,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891040117277.webp,36084,0,0,2026-07-07T13:41:20
2974,ESPONJA 3M SCOTCH BRITE ECONOM L4P3,7891040299614,6.14,6.21,6.24,6.27,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891040299614.webp,59452,0,0,2026-07-07T13:41:20
2975,ESPONJA 3M SCOTCH BRITE EXTREMA L4P3,7891040281336,6.18,6.25,6.28,6.31,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2976,ESPONJA 3M SCOTCH BRITE INOX,7891040112968,6.53,6.6,6.63,6.67,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891040112968.webp,43312,0,0,2026-07-07T13:41:20
2977,ESPONJA 3M SCOTCH BRITE M USO,7891040001316,2.92,2.96,2.97,2.99,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891040001316.webp,59840,0,0,2026-07-07T13:41:20
2978,ESPONJA 3M SCOTCH BRITE M USO NAO RISCA,7891040137336,3.25,3.28,3.3,3.31,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2979,ESPONJA 3M SCOTCH BRITE NAO RISCA PETS,7891040362783,4.09,4.13,4.15,4.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2980,ESPONJA 3M SCOTCH BRITE PRATEADA,7891040121885,7.63,7.72,7.75,7.79,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891040121885.webp,33366,0,0,2026-07-07T13:41:20
2981,ESPONJA 3M TININDO M USO L12P10,7891040128082,1.48,1.5,1.5,1.51,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2982,ESPONJA 3M TININDO M USO L4P3,7891040198726,3.54,3.58,3.6,3.62,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891040198726.webp,43134,0,0,2026-07-07T13:41:20
2983,ESPONJA ASSOLAN MULT USO PERTUTO EMB ECO,7896090100071,3.27,3.3,3.32,3.34,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2984,ESPONJA BOMBRIL MULT USO 10X1,7891022860535,1.83,1.86,1.87,1.87,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2985,ESPONJA BOMBRIL MULT USO 60X1,7891022100938,2.17,2.2,2.21,2.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2986,ESPONJA YPE NAO RISCA ANTIBAC,7896098904817,5.03,5.09,5.11,5.14,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:41:20
2987,ESPUMA BARB BOZZANO 193G HIDRATACAO,7891350000092,15.86,16.04,16.12,16.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350000092.webp,21076,0,0,2026-07-07T13:41:20
2988,ESPUMA BARB BOZZANO 193G PELE SENSIVEL,7891350025187,15.86,16.04,16.12,16.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7891350025187.webp,24352,0,0,2026-07-07T13:41:20
2989,ESPUMA BARB BOZZANO 193G REFRES,7891350000115,15.86,16.04,16.12,16.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7891350000115.webp,19964,0,0,2026-07-07T13:41:20
2990,ESPUMA BARB GILLETTE 175G FOAMY SENSIT,7702018013326,18.99,19.21,19.3,19.39,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7702018013326.webp,18250,0,0,2026-07-07T13:41:20
2991,ESSENCIA CONC 100ML VEJA AMETISTA LAVAND,7896222721303,9,9.11,9.15,9.2,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896222721303.webp,41972,0,0,2026-07-07T13:41:20
